6281
1162
3533
9290
703
3143
5778
450
25650
2887
1706
2621
9116
228
12660
1100
4760
6000
4302
1745
1904
7816
1818
659
4847
10523
2686
2564
16872
3421
6900
605
3622
5725
2583
26757
3477
804
6746
19611
401
7609
7894
1415
12495
150
136
6887
3404
895
23364
23285
656
3074
500
4206
256
4265
10277
6695
10217
5841
402
7683
10714
10582
7902
1764
1062
61046
910
9406
155
2105
1565
11629
26048
17196
59561
1602
838
12334
1569
851
6600
10707
3308
4548
9982
20193
10666
5073
16348
15647
3050
271
3852
8254
210
4532
2475
2329
15548
330
7639
955
12213
3224
613
3026
1674
2455
15917
1165
776
14541
20824
806
18292
2274
1374
1364
403
6781
4406
5323
504
945
579
1746
11367
3648
3762
12847
16979
22794
3621
15367
5208
615
2043
4210
10760
2490
14090
3065
289
7648
3377
8578
9808
2601
8349
255
2905
662
276
7313
2774
10790
750
1851
233
20809
9119
808
3932
210
1581
348
1951
5919
4370
3175
1149
1470
275
1610
5806
651
23290
7955
27029
711
988
5540
2914
4521
3763
1114
2834
1081
856
4540
1116
18161
971
4917
1156
2717
